IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
54.245.58.106,2082,80,false,ORD,North America,Chicago,199,0.00
54.245.58.106,2096,80,false,ORD,North America,Chicago,199,0.00
52.39.201.69,2082,80,false,ORD,North America,Chicago,199,0.00
52.39.201.69,2086,80,false,ORD,North America,Chicago,200,0.00
52.39.201.69,80,80,false,ORD,North America,Chicago,198,0.00
52.39.201.69,2052,80,false,ORD,North America,Chicago,199,0.00
54.245.58.106,2053,80,false,ORD,North America,Chicago,199,0.00
54.245.58.106,2087,80,false,ORD,North America,Chicago,200,0.00
54.245.58.106,443,80,false,ORD,North America,Chicago,199,0.00
52.39.169.151,443,80,false,ORD,North America,Chicago,201,0.00
54.245.58.106,80,80,false,ORD,North America,Chicago,197,0.00
52.39.169.151,2087,80,false,ORD,North America,Chicago,199,0.00
52.39.169.151,8880,80,false,ORD,North America,Chicago,200,0.00
52.25.64.223,2082,80,false,ORD,North America,Chicago,197,0.00
52.25.64.223,2095,80,false,ORD,North America,Chicago,201,0.00
52.25.64.223,8443,80,false,ORD,North America,Chicago,201,0.00
52.25.64.223,8880,80,false,ORD,North America,Chicago,199,0.00
52.25.64.223,2083,80,false,ORD,North America,Chicago,201,0.00
52.25.64.223,8080,80,false,ORD,North America,Chicago,197,0.00
52.25.64.223,443,80,false,ORD,North America,Chicago,201,0.00
52.25.64.223,2086,80,false,ORD,North America,Chicago,200,0.00
52.25.64.223,80,80,false,ORD,North America,Chicago,202,0.00
65.2.6.155,8443,80,false,ORD,North America,Chicago,58,0.00
43.204.216.66,80,80,false,ORD,North America,Chicago,54,0.00
65.0.170.202,2083,80,false,ORD,North America,Chicago,60,0.00
13.215.80.221,2095,80,false,SIN,Asia Pacific,Singapore,1,0.00
13.215.80.221,2083,80,false,SIN,Asia Pacific,Singapore,1,0.00
13.215.80.221,2096,80,false,SIN,Asia Pacific,Singapore,1,0.00
13.215.80.221,2082,80,false,SIN,Asia Pacific,Singapore,1,0.00
13.215.80.221,2086,80,false,SIN,Asia Pacific,Singapore,1,0.00
54.254.190.97,2086,80,false,SIN,Asia Pacific,Singapore,1,0.00
52.76.182.63,2087,80,false,SIN,Asia Pacific,Singapore,1,0.00
52.76.182.63,2053,80,false,SIN,Asia Pacific,Singapore,1,0.00
54.254.190.97,2053,80,false,SIN,Asia Pacific,Singapore,1,0.00
54.254.190.97,2082,80,false,SIN,Asia Pacific,Singapore,1,0.00
13.229.84.65,80,80,false,SIN,Asia Pacific,Singapore,2,0.00
52.76.182.63,2086,80,false,SIN,Asia Pacific,Singapore,2,0.00
13.229.159.215,443,443,true,SIN,Asia Pacific,Singapore,2,0.00
54.254.190.97,2096,80,false,SIN,Asia Pacific,Singapore,3,0.00
54.254.190.97,2052,80,false,SIN,Asia Pacific,Singapore,3,0.00
52.76.182.63,2082,80,false,SIN,Asia Pacific,Singapore,4,0.00
52.76.182.63,2052,80,false,SIN,Asia Pacific,Singapore,12,0.00
52.76.182.63,2096,80,false,SIN,Asia Pacific,Singapore,12,0.00
52.76.182.63,2083,80,false,SIN,Asia Pacific,Singapore,12,0.00
52.76.182.63,2095,80,false,SIN,Asia Pacific,Singapore,33,0.00
43.204.115.165,80,80,false,ORD,North America,Chicago,54,0.00
43.204.115.165,2095,80,false,ORD,North America,Chicago,54,0.00
3.111.72.70,2082,80,false,BOM,Asia Pacific,Mumbai,55,0.00
43.204.115.165,8443,80,false,ORD,North America,Chicago,56,0.00
65.0.144.242,2082,80,false,BOM,Asia Pacific,Mumbai,56,0.00
65.0.144.242,2087,80,false,BOM,Asia Pacific,Mumbai,56,0.00
43.204.115.165,2053,80,false,ORD,North America,Chicago,57,0.00
43.204.115.165,8880,80,false,ORD,North America,Chicago,57,0.00
3.7.167.177,2052,80,false,BOM,Asia Pacific,Mumbai,57,0.00
3.111.155.29,443,443,true,BOM,Asia Pacific,Mumbai,59,0.00
43.204.115.165,2082,80,false,ORD,North America,Chicago,60,0.00
43.204.115.165,2086,80,false,ORD,North America,Chicago,60,0.00
43.204.115.165,2083,80,false,ORD,North America,Chicago,60,0.00
43.204.115.165,443,80,false,ORD,North America,Chicago,61,0.00
3.111.137.178,80,8080,false,BOM,Asia Pacific,Mumbai,61,0.00
3.111.72.70,2087,80,false,BOM,Asia Pacific,Mumbai,62,0.00
3.111.72.70,2083,80,false,BOM,Asia Pacific,Mumbai,62,0.00
3.6.136.68,80,8080,false,BOM,Asia Pacific,Mumbai,65,0.00
43.204.115.165,2052,80,false,ORD,North America,Chicago,66,0.00
54.150.75.95,2053,80,false,NRT,Asia Pacific,Tokyo,67,0.00
54.150.75.95,2095,80,false,NRT,Asia Pacific,Tokyo,67,0.00
54.150.75.95,2096,80,false,NRT,Asia Pacific,Tokyo,68,0.00
54.150.75.95,2086,80,false,NRT,Asia Pacific,Tokyo,68,0.00
54.150.160.166,2086,80,false,NRT,Asia Pacific,Tokyo,68,0.00
54.150.160.166,2096,80,false,NRT,Asia Pacific,Tokyo,68,0.00
54.150.75.95,2082,80,false,NRT,Asia Pacific,Tokyo,68,0.00
54.150.75.95,2052,80,false,NRT,Asia Pacific,Tokyo,68,0.00
54.150.75.95,2087,80,false,NRT,Asia Pacific,Tokyo,69,0.00
54.150.160.166,2082,80,false,NRT,Asia Pacific,Tokyo,69,0.00
54.150.195.218,80,80,false,NRT,Asia Pacific,Tokyo,69,0.00
54.150.160.166,2087,80,false,NRT,Asia Pacific,Tokyo,69,0.00
54.150.75.95,2083,80,false,NRT,Asia Pacific,Tokyo,69,0.00
54.150.160.166,2053,80,false,NRT,Asia Pacific,Tokyo,69,0.00
18.179.65.137,8443,80,false,NRT,Asia Pacific,Tokyo,69,0.00
13.114.59.37,2052,80,false,NRT,Asia Pacific,Tokyo,70,0.00
13.230.34.30,80,80,false,NRT,Asia Pacific,Tokyo,70,0.00
3.113.25.44,443,443,true,NRT,Asia Pacific,Tokyo,70,0.00
54.150.160.166,2083,80,false,NRT,Asia Pacific,Tokyo,71,0.00
54.150.160.166,2095,80,false,NRT,Asia Pacific,Tokyo,71,0.00
54.150.160.166,2052,80,false,NRT,Asia Pacific,Tokyo,71,0.00
18.178.250.71,80,80,false,NRT,Asia Pacific,Tokyo,72,0.00
3.112.21.102,443,443,true,NRT,Asia Pacific,Tokyo,74,0.00
13.114.59.37,2052,80,false,NRT,Asia Pacific,Tokyo,75,0.00
54.150.91.84,443,443,true,NRT,Asia Pacific,Tokyo,81,0.00
43.204.115.165,8080,80,false,ORD,North America,Chicago,83,0.00
13.236.104.165,2087,80,false,SYD,Oceania,Sydney,92,0.00
54.66.80.167,2086,80,false,SYD,Oceania,Sydney,92,0.00
54.153.146.155,2087,80,false,SYD,Oceania,Sydney,92,0.00
13.237.94.188,2082,80,false,SYD,Oceania,Sydney,92,0.00
3.105.12.136,2082,80,false,SYD,Oceania,Sydney,92,0.00
13.237.94.188,2053,80,false,SYD,Oceania,Sydney,92,0.00
13.238.235.196,2095,80,false,SYD,Oceania,Sydney,92,0.00
54.66.80.167,2082,80,false,SYD,Oceania,Sydney,92,0.00
13.236.104.165,2053,80,false,SYD,Oceania,Sydney,92,0.00
54.66.80.167,2083,80,false,SYD,Oceania,Sydney,92,0.00
13.236.104.165,2052,80,false,SYD,Oceania,Sydney,92,0.00
3.105.12.136,2095,80,false,SYD,Oceania,Sydney,92,0.00
3.105.12.136,2087,80,false,SYD,Oceania,Sydney,92,0.00
54.66.80.167,2052,80,false,SYD,Oceania,Sydney,92,0.00
13.238.235.196,2083,80,false,SYD,Oceania,Sydney,92,0.00
13.236.104.165,2096,80,false,SYD,Oceania,Sydney,92,0.00
13.238.235.196,2087,80,false,SYD,Oceania,Sydney,93,0.00
52.65.99.165,2096,80,false,SYD,Oceania,Sydney,93,0.00
52.64.153.64,2052,80,false,SYD,Oceania,Sydney,93,0.00
52.65.99.165,2082,80,false,SYD,Oceania,Sydney,93,0.00
52.64.153.64,2053,80,false,SYD,Oceania,Sydney,93,0.00
13.236.104.165,2095,80,false,SYD,Oceania,Sydney,93,0.00
3.105.24.122,2082,80,false,SYD,Oceania,Sydney,93,0.00
3.105.24.122,2052,80,false,SYD,Oceania,Sydney,93,0.00
13.237.94.188,2086,80,false,SYD,Oceania,Sydney,93,0.00
13.237.94.188,2096,80,false,SYD,Oceania,Sydney,93,0.00
54.66.80.167,2053,80,false,SYD,Oceania,Sydney,93,0.00
52.64.153.64,2083,80,false,SYD,Oceania,Sydney,93,0.00
13.55.237.163,2086,80,false,SYD,Oceania,Sydney,93,0.00
52.65.99.165,2083,80,false,SYD,Oceania,Sydney,93,0.00
3.105.24.122,2083,80,false,SYD,Oceania,Sydney,93,0.00
13.237.94.188,2083,80,false,SYD,Oceania,Sydney,93,0.00
3.105.12.136,2096,80,false,SYD,Oceania,Sydney,93,0.00
3.105.65.61,2086,80,false,SYD,Oceania,Sydney,93,0.00
13.55.237.163,2096,80,false,SYD,Oceania,Sydney,93,0.00
13.238.235.196,2096,80,false,SYD,Oceania,Sydney,93,0.00
3.105.185.150,2053,80,false,SYD,Oceania,Sydney,93,0.00
13.55.59.224,2096,80,false,SYD,Oceania,Sydney,93,0.00
13.238.235.196,2052,80,false,SYD,Oceania,Sydney,93,0.00
52.62.216.87,2087,80,false,SYD,Oceania,Sydney,93,0.00
13.238.235.196,2053,80,false,SYD,Oceania,Sydney,93,0.00
3.105.12.136,2053,80,false,SYD,Oceania,Sydney,93,0.00
3.105.12.136,2052,80,false,SYD,Oceania,Sydney,93,0.00
52.65.99.165,2086,80,false,SYD,Oceania,Sydney,93,0.00
3.105.24.122,2053,80,false,SYD,Oceania,Sydney,93,0.00
52.65.52.144,2095,80,false,SYD,Oceania,Sydney,93,0.00
3.105.24.122,2087,80,false,SYD,Oceania,Sydney,93,0.00
52.65.99.165,2087,80,false,SYD,Oceania,Sydney,93,0.00
52.65.52.144,2082,80,false,SYD,Oceania,Sydney,93,0.00
13.211.0.227,2053,80,false,SYD,Oceania,Sydney,93,0.00
3.105.24.122,2086,80,false,SYD,Oceania,Sydney,93,0.00
52.62.216.87,2096,80,false,SYD,Oceania,Sydney,93,0.00
13.236.104.165,2082,80,false,SYD,Oceania,Sydney,93,0.00
3.105.36.23,2082,80,false,SYD,Oceania,Sydney,93,0.00
13.237.94.188,2052,80,false,SYD,Oceania,Sydney,93,0.00
13.55.59.224,2095,80,false,SYD,Oceania,Sydney,93,0.00
13.55.59.224,2083,80,false,SYD,Oceania,Sydney,93,0.00
13.211.0.227,2052,80,false,SYD,Oceania,Sydney,93,0.00
13.237.94.188,2095,80,false,SYD,Oceania,Sydney,93,0.00
13.55.238.1,2083,80,false,SYD,Oceania,Sydney,93,0.00
13.238.235.196,2082,80,false,SYD,Oceania,Sydney,93,0.00
3.105.12.136,2083,80,false,SYD,Oceania,Sydney,93,0.00
3.105.65.61,2052,80,false,SYD,Oceania,Sydney,93,0.00
52.65.52.144,2052,80,false,SYD,Oceania,Sydney,93,0.00
52.65.52.144,2086,80,false,SYD,Oceania,Sydney,94,0.00
3.105.65.61,2095,80,false,SYD,Oceania,Sydney,94,0.00
13.236.104.165,2086,80,false,SYD,Oceania,Sydney,94,0.00
54.66.80.167,2087,80,false,SYD,Oceania,Sydney,94,0.00
52.65.184.139,2096,80,false,SYD,Oceania,Sydney,94,0.00
